,User,Date,Tweets Ago,Compound,Positive,Neutral,Negative,Text
10,@BBC,Thu Mar 29 15:31:22 +0000 2018,11,0.0,0.0,1.0,0.0,RT @bbcwritersroom: #OrdealByInnocence begins on @BBCOne on Easter Sunday 1st April at 9pm and @BBCiPlayer. #Screenwriter @PhelpsieSarah ex…
11,@BBC,Thu Mar 29 15:26:27 +0000 2018,12,0.0,0.0,1.0,0.0,"RT @bbcideas: Author Lionel Shriver says we project ourselves on to our possessions – and that she is her toy donkey, Clippety ?.

We'd lik…"
12,@BBC,Thu Mar 29 15:24:08 +0000 2018,13,0.0,0.0,1.0,0.0,RT @BBCTwo: Imagine living in this incredible Swiss chalet! ??? #TheWorldsMostExtraordinaryHomes https://t.co/NofijuERJg
13,@BBC,Thu Mar 29 15:04:02 +0000 2018,14,0.0,0.0,1.0,0.0,"? So, who's going out tonight? https://t.co/u2L4sEKjE2"
14,@BBC,Thu Mar 29 14:21:11 +0000 2018,15,0.0,0.0,1.0,0.0,"?? Why it's never too late to learn an instrument. 
? https://t.co/lbBppX8XlO

#PianoDay https://t.co/x1CegC7iho"
15,@BBC,Thu Mar 29 14:07:48 +0000 2018,16,0.0,0.0,1.0,0.0,RT @bbcpress: Everyone's favourite fox reads out #MeanTweets (if he can get the right app open). For more @RealBasilBrush watch #Generation…
16,@BBC,Thu Mar 29 12:31:03 +0000 2018,17,0.8268,0.299,0.701,0.0,"Happy birthday to Alfred and Robert! ? ? Britain's two oldest men, born on the same day, have been celebrating turn… https://t.co/R7GXbEXl3v"
17,@BBC,Thu Mar 29 11:00:21 +0000 2018,18,-0.6249,0.124,0.581,0.295,"This bizarrely cute creature is just the latest species to suffer a social media selfie ban. 
?… https://t.co/bG9qcXtouW"
18,@BBC,Thu Mar 29 10:18:02 +0000 2018,19,0.6908,0.231,0.769,0.0,"RT @BBCRadio2: Today we say farewell to the brilliant @RealLynnBowles. ?
Her sharp wit, warm tones, and encyclopaedic knowledge of the UK's…"
19,@BBC,Thu Mar 29 08:00:12 +0000 2018,20,0.784,0.345,0.655,0.0,??? Biscuit the robotic pup is helping the elderly cope with conditions like dementia. What a good boy! https://t.co/5vpg6KS031
20,@BBC,Thu Mar 29 07:27:07 +0000 2018,21,0.0,0.0,1.0,0.0,?? The world famous cherry blossoms of Japan bring hundreds of thousands of visitors to see them and this year they… https://t.co/kGMsyZnWzi
21,@BBC,Thu Mar 29 07:00:10 +0000 2018,22,0.0,0.0,1.0,0.0,"What do you get if you cross a polar bear and a grizzly? 

??… A pizzly! 
#DavidAttenboroughsNaturalCuriosities https://t.co/FwqiMiTd2m"
22,@BBC,Wed Mar 28 18:00:05 +0000 2018,23,0.0,0.0,1.0,0.0,?? This 800-year-old hotel in Ireland is simply incredible.  #AmazingHotels https://t.co/OAKKCsexPW
23,@BBC,Wed Mar 28 17:00:12 +0000 2018,24,0.296,0.109,0.891,0.0,"? 'Words do not live in dictionaries. They live in the mind.'

Hear the only surviving recording of #VirginiaWoolf,… https://t.co/Puwg8Mve7N"
24,@BBC,Wed Mar 28 16:30:00 +0000 2018,25,-0.8225,0.0,0.688,0.312,The government rates the global outbreak of a deadly flu virus as a major threat to the UK. But how are flu vaccine… https://t.co/wzMylfDBrP
25,@BBC,Wed Mar 28 16:00:10 +0000 2018,26,0.0,0.0,1.0,0.0,Slacking off in Dubai. https://t.co/a3oSKIxfSK
26,@BBC,Wed Mar 28 15:35:27 +0000 2018,27,0.7506,0.28,0.72,0.0,RT @BBCTheOneShow: The fantastic @george_ezra warming up with a quick cuppa after sound check. Join us at 7pm where he’ll be performing liv…
27,@BBC,Wed Mar 28 13:32:04 +0000 2018,28,0.0,0.0,1.0,0.0,"Two-thirds of drivers say they are ""regularly dazzled"" by oncoming headlights. ? https://t.co/gwSgpsP6xx https://t.co/i9m9ph8QM1"
28,@BBC,Wed Mar 28 12:26:01 +0000 2018,29,-0.3182,0.0,0.887,0.113,"The Masked Plumber is back. 
And this time, he wants to show you how to unblock a sink trap. https://t.co/t1NIgRpZnO"
29,@BBC,Wed Mar 28 11:50:54 +0000 2018,30,0.0,0.0,1.0,0.0,RT @bbceurovision: We are starting a #Eurovision 2018 group chat. The tea from when @surieofficial met @saaraaalto ? https://t.co/c3PuiYT6S…
30,@BBC,Wed Mar 28 11:49:07 +0000 2018,31,0.0,0.0,1.0,0.0,"RT @BBCR1: ""Last night I did have a very, very large bra, and it was very, very sweaty.""

@JaredLeto lets @Grimmers know about what gets th…"
31,@BBC,Wed Mar 28 11:47:35 +0000 2018,32,0.0,0.0,1.0,0.0,"RT @BBCRadio4: Listen to the first three episodes of The Hitchhiker's Guide to the Galaxy: Hexagonal Phase now.

https://t.co/GdvQZf3ijv

#…"
32,@BBC,Wed Mar 28 11:47:08 +0000 2018,33,-0.34,0.0,0.902,0.098,"RT @bbcworldservice: Do you say fireman or firefighter? The woman in charge of the London Fire Brigade, Dany Cotton, says 'fireman' is sexi…"
33,@BBC,Wed Mar 28 11:45:32 +0000 2018,34,0.0,0.0,1.0,0.0,RT @BBCBreakfast: Take a look at this if you're wondering WHO PAYS for running the new plastic bottle and can deposit scheme: https://t.co/…
34,@BBC,Wed Mar 28 11:42:34 +0000 2018,35,0.0,0.0,1.0,0.0,RT @BBCNewsround: Some advice from children on what NOT to say to people with an #invisiblecondition https://t.co/mGUj3TWB2J #Dynamo https:…
35,@BBC,Wed Mar 28 11:30:09 +0000 2018,36,0.3182,0.108,0.837,0.056,??? People in England will soon have to pay a deposit when they buy drinks bottles and cans in a bid to boost recyc… https://t.co/qyKBqES5b3
36,@BBC,Wed Mar 28 11:04:03 +0000 2018,37,0.0,0.0,1.0,0.0,"? Scientists in Australia have discovered the remains of a mummy in a 2,500-year-old coffin that was previously cla… https://t.co/2S4q2mDImu"
37,@BBC,Wed Mar 28 10:53:47 +0000 2018,38,0.0,0.0,1.0,0.0,"RT @bbcthree: In our latest doc, we investigate allegations that R Kelly has been training a 14-year-old girl to be one his sex ""pets"" http…"
38,@BBC,Wed Mar 28 10:33:03 +0000 2018,39,-0.3612,0.0,0.865,0.135,Tickling sticks have been placed on statues in Liverpool ahead of Sir Ken Dodd's funeral. https://t.co/pPGGg07ZQi https://t.co/LSwzv5Qipw
39,@BBC,Wed Mar 28 09:53:41 +0000 2018,40,0.0,0.0,1.0,0.0,?? Are your bathroom toys in-fact DEADLY? ? https://t.co/YrtMOzTvrb
40,@BBC,Wed Mar 28 09:14:19 +0000 2018,41,0.0,0.0,1.0,0.0,"RT @bbcarts: Andrew Scott, as Hamlet, performs the opening lines of #Shakespeare's most famous soliloquy. Watch the full production at 9pm,…"
41,@BBC,Wed Mar 28 08:00:02 +0000 2018,42,-0.7351,0.0,0.744,0.256,"?? After seeing her brother's struggles with depression, Luli's on a mission to break the stigma in the black commu… https://t.co/kl1ak4Gu6w"
42,@BBC,Wed Mar 28 07:30:05 +0000 2018,43,-0.25,0.115,0.692,0.192,"? Feeling moody? 
Your gut bacteria might be to blame...
? https://t.co/2oPWKjf4D2 https://t.co/Xr5MwczfGR"
43,@BBC,Wed Mar 28 07:00:02 +0000 2018,44,-0.4588,0.0,0.824,0.176,"'I made a decision to not be unbelievably busy.'

@Meshel_Laurie on beating busyness with Buddhism. https://t.co/7ynSgadRyq"
44,@BBC,Tue Mar 27 18:30:07 +0000 2018,45,0.0,0.0,1.0,0.0,"When mother Marie mysteriously leaves the family home, the repercussions are enormous.

#ComeHome | 9pm | @BBCOne |… https://t.co/S4JgnzQlAx"
45,@BBC,Tue Mar 27 18:00:08 +0000 2018,46,0.2942,0.128,0.872,0.0,"??? Even if you don't speak German, this is worth watching until the end! 
#LiveAtTheApollo https://t.co/J3l8oToRbk"
46,@BBC,Tue Mar 27 17:00:07 +0000 2018,47,0.0,0.0,1.0,0.0,"? We've got oodles of noodles with recipes for pad Thai, chow mein, ramen, pho and stir-fries.
?… https://t.co/JWfrcIhn2X"
47,@BBC,Tue Mar 27 16:00:15 +0000 2018,48,0.0,0.0,1.0,0.0,? What does Facebook know about you? https://t.co/lG4ffeCG09
48,@BBC,Tue Mar 27 15:40:40 +0000 2018,49,0.6114,0.25,0.75,0.0,RT @BBCTwo: Happy #WorldTheatreDay! *leaves this here and runs away* @SaraPascoe ?? https://t.co/3XlEb5gr15
49,@BBC,Tue Mar 27 15:38:26 +0000 2018,50,0.0,0.0,1.0,0.0,"RT @BBCScotland: Meet the master of the radiator harp

@DaftLimmy returns to BBC Scotland on Thursday 5 April. https://t.co/G7mjFEJx6k"
50,@BBC,Tue Mar 27 15:36:22 +0000 2018,51,-0.3064,0.0,0.866,0.134,RT @bbcthree: 12-year-old Keilan has very severe curvature of the spine. He needs surgery ASAP but the 5 hour operation could leave him par…
51,@BBC,Tue Mar 27 15:33:24 +0000 2018,52,0.0,0.0,1.0,0.0,"RT @bbccomedy: Cathy, master of shade. #Mum https://t.co/VjC2ttkaNF"
52,@BBC,Tue Mar 27 15:26:23 +0000 2018,53,0.0,0.0,1.0,0.0,"RT @BBCR1: (•_•)
&lt;)   )?who
 /    \ 

  (•_•)
 \(   (&gt; bit
  /    \

 (•_•)
&lt;)   )?Beyoncé? 
 /    \ 

https://t.co/7hQd9mcKUY"
53,@BBC,Tue Mar 27 14:30:37 +0000 2018,54,-0.5994,0.0,0.86,0.14,"RT @BBCWorld: It's 50 years since the death of Yuri Gagarin, the Russian cosmonaut who was the first man to travel into space ??? https://t…"
54,@BBC,Tue Mar 27 13:33:01 +0000 2018,55,0.0,0.0,1.0,0.0,?? The first polar bear cub to be born in the UK for 25 years has been filmed adapting to its surroundings. https://t.co/EsxbH18cN5
55,@BBC,Tue Mar 27 12:00:08 +0000 2018,56,0.0,0.0,1.0,0.0,The ancient Greeks thought a life of ‘constant leisure’ was the highest life you could live. https://t.co/sascCq8iks
56,@BBC,Tue Mar 27 11:05:06 +0000 2018,57,0.0,0.0,1.0,0.0,"There's over 50 classic cookery shows being served up on @BBCiPlayer this #EasterWeekend. 
? https://t.co/CKECZMGmx8 https://t.co/j3RfAYQvTI"
57,@BBC,Tue Mar 27 11:00:06 +0000 2018,58,0.25,0.125,0.875,0.0,"? @MargotRobbie is planning a new TV series, which will give Shakespeare plays a 'female perspective'.
?… https://t.co/pTLXfve0ds"
58,@BBC,Tue Mar 27 09:52:08 +0000 2018,59,0.0,0.0,1.0,0.0,"?? 'Mad' Mike Hughes flew his home-made rocket to try and 'prove' the earth is flat. 

? SPOILER: it's not.  https://t.co/f5oNRItwyq"
59,@BBC,Tue Mar 27 09:40:22 +0000 2018,60,0.0,0.0,1.0,0.0,"RT @BBCTwo: Now we've got our country back... what actually is it? ?

#CunkOnBritain starts Tuesday 3 April, 10pm, @BBCTwo. @missdianemorga…"
60,@BBC,Tue Mar 27 09:39:23 +0000 2018,61,0.4019,0.124,0.876,0.0,RT @BBCBreakfast: A team of abseilers have been roped in to give Cheddar Gorge in Somerset an extreme spring clean. https://t.co/iYmkiizeRi
61,@BBC,Tue Mar 27 09:38:59 +0000 2018,62,0.0,0.0,1.0,0.0,"RT @BBCR1: We can't get enough of @george_ezra's Live Lounge ?

Watch him perform 'Paradise' and cover 'These Days' right here ?https://t.c…"
62,@BBC,Tue Mar 27 09:36:48 +0000 2018,63,0.5994,0.157,0.843,0.0,"RT @bbcgetinspired: Check out @JesseLingard and some of his @PremierLeague mates showing us their super moves. ?? 

Show us yours with #sup…"
63,@BBC,Tue Mar 27 08:00:04 +0000 2018,64,0.0,0.0,1.0,0.0,"When this woman visited an uninhabited Caribbean island, the last thing she expected was to find it covered in plas… https://t.co/cpKW9tl61v"
64,@BBC,Tue Mar 27 07:30:04 +0000 2018,65,0.0,0.0,1.0,0.0,"About 700,000 people in the UK are on the autism spectrum, with five times as many males as females being diagnosed… https://t.co/PXJMuG76Tn"
65,@BBC,Tue Mar 27 07:00:08 +0000 2018,66,-0.4588,0.049,0.827,0.124,"The number of children living in relative poverty in the UK has risen to 4.1m. 

This is the story of Tyler, one of… https://t.co/xFtEAjBTXC"
66,@BBC,Mon Mar 26 19:03:02 +0000 2018,67,-0.6249,0.0,0.806,0.194,"Filmed in Nottingham during the worst winter for the NHS on record, groundbreaking series #Hospital returns tonight… https://t.co/PVSIcvCGc9"
67,@BBC,Mon Mar 26 18:24:04 +0000 2018,68,0.7783,0.312,0.688,0.0,"Tonight, George Alagiah explores the fascinating history of Queen Elizabeth II and her beloved Commonwealth. 

The… https://t.co/xXer4FRyTq"
68,@BBC,Mon Mar 26 17:30:04 +0000 2018,69,0.0,0.0,1.0,0.0,?? It was a Dachsh(und) to the finish line. https://t.co/7VvkU5GfUg
69,@BBC,Mon Mar 26 16:25:02 +0000 2018,70,0.5859,0.213,0.787,0.0,"?? Joy and Mary flew WW2 planes before any navigation system was installed.
#RAFat100 https://t.co/yxNMblfTEf"
70,@BBC,Mon Mar 26 15:45:04 +0000 2018,71,-0.3818,0.095,0.744,0.161,"Tom Cruise stars in a remake of the 1953 adaptation of HG Wells’s classic novel. ?

War of the Worlds | @BBCiPlayer… https://t.co/h19JvTlFSA"
71,@BBC,Mon Mar 26 15:11:57 +0000 2018,72,0.0,0.0,1.0,0.0,"In her role as head of the Commonwealth, the Queen embarked on her first tour of the nations in 1953.

But by 1970… https://t.co/Av61bahNZF"
72,@BBC,Mon Mar 26 12:58:02 +0000 2018,73,0.0,0.0,1.0,0.0,"Never let a squirrel nibble your nobble... ???
https://t.co/cHm9m6At3m"
73,@BBC,Mon Mar 26 11:48:03 +0000 2018,74,0.4404,0.172,0.828,0.0,Apple wants to introduce new emojis to better represent people with disabilities. ??? https://t.co/CcJfojmtTa https://t.co/ZRdEhVPMEm
74,@BBC,Mon Mar 26 11:00:05 +0000 2018,75,-0.5106,0.0,0.837,0.163,"A crack that opened up in Kenya’s Rift Valley, damaging a section of the Narok-Nairobi highway, is still growing... https://t.co/T5YocDauYj"
75,@BBC,Mon Mar 26 10:00:07 +0000 2018,76,-0.128,0.0,0.93,0.07,"From hot cross bun gin to Creme Egg Yorkshire pudding, this year’s Easter treats are bigger, weirder and more decad… https://t.co/HvDJmgcB5q"
76,@BBC,Mon Mar 26 09:35:06 +0000 2018,77,0.4588,0.136,0.864,0.0,RT @bbcpress: Sue Perkins will return to host the 2018 #BAFTA TV awards on Sunday 13 May on @BBCOne. https://t.co/pieSWNAGbH
77,@BBC,Mon Mar 26 09:33:01 +0000 2018,78,0.3182,0.247,0.753,0.0,"? @BillBailey is NOT a fan of taramasalata. #Room101 

https://t.co/soAAz27c0C"
78,@BBC,Mon Mar 26 09:04:01 +0000 2018,79,0.0,0.0,1.0,0.0,"The kiwi bird's egg is so large, it takes almost ten days to lay! ???  #DavidAttenboroughsNaturalCuriosities
https://t.co/AkZqK9vzZZ"
79,@BBC,Mon Mar 26 08:29:04 +0000 2018,80,0.5819,0.182,0.818,0.0,"?Why do so many celebrities decide to enter politics?

Some have done so more successfully than others...… https://t.co/MkEDpSeLMJ"
80,@BBC,Mon Mar 26 07:30:10 +0000 2018,81,0.2263,0.161,0.749,0.09,"Wishing you could get out of bed just that little bit earlier? ?

If you need some motivation to set that alarm, he… https://t.co/zsisa2oA4s"
81,@BBC,Sun Mar 25 19:44:01 +0000 2018,82,0.128,0.101,0.821,0.077,"Could this be an answer to global water shortages? ?? This machine creates water out of thin air. 

https://t.co/caz4nXMJg5"
82,@BBC,Sun Mar 25 19:15:06 +0000 2018,83,-0.7506,0.0,0.714,0.286,"Tonight, @regyates meets people whose lives have been devastated by the Grenfell fire. 

Reggie Yates: Searching fo… https://t.co/HPgtcZuHte"
83,@BBC,Sun Mar 25 18:40:04 +0000 2018,84,0.5719,0.163,0.837,0.0,"Tonight, @mcgregor_ewan and @McgColin celebrate the centenary of the Royal Air Force. 

RAF at 100 with Ewan and Co… https://t.co/nF2iwBP51b"
84,@BBC,Sun Mar 25 18:13:03 +0000 2018,85,0.0,0.0,1.0,0.0,The first ever statue of David Bowie has been unveiled in the town where he debuted Ziggy Stardust. ??… https://t.co/lFgROYVkv1
85,@BBC,Sun Mar 25 17:30:07 +0000 2018,86,0.5267,0.185,0.815,0.0,"When you're enjoying being single and people just can't deal with it. ?? @kathbum #LiveAtTheApollo 

https://t.co/byHMHWyhPq"
86,@BBC,Sun Mar 25 15:03:03 +0000 2018,87,0.4588,0.167,0.833,0.0,"????? Welcome to Tangier Island, the tiny US island where people speak with a British accent.… https://t.co/1RoM285gRJ"
87,@BBC,Sun Mar 25 14:30:02 +0000 2018,88,0.0,0.0,1.0,0.0,"? We could listen to him speak all day. 

? Sir David Attenborough's voice was just as iconic in the 60s as it is t… https://t.co/zYi3oK5C13"
88,@BBC,Sun Mar 25 14:09:03 +0000 2018,89,0.1779,0.091,0.909,0.0,"Predictions suggest a build-up of about 80,000 tonnes of plastic in the Pacific Ocean is growing rapidly. ????… https://t.co/uKD9BQWmUi"
89,@BBC,Sun Mar 25 13:03:04 +0000 2018,90,0.5574,0.184,0.816,0.0,"??? @prattprattpratt stars as a happy-go-lucky hero who joins forces with an unlikely group of aliens. 

Guardians… https://t.co/B9W7kRZ1Qz"
90,@BBC,Sun Mar 25 12:03:02 +0000 2018,91,0.0,0.0,1.0,0.0,"Weighing just 100g, a newborn panda is one 900th the size of its mum! ?? #DavidAttenboroughsNaturalCuriosities https://t.co/nKLQh03DJs"
91,@BBC,Sun Mar 25 10:30:04 +0000 2018,92,0.0,0.0,1.0,0.0,?Meet SoFi - the soft robot fish developed by MIT to swim among real fish in coral reefs and around the ocean to he… https://t.co/HDa7q7WsHf
92,@BBC,Sun Mar 25 09:30:15 +0000 2018,93,-0.3612,0.0,0.839,0.161,"Ever wondered what made you feel moody? It might be your gut.

? https://t.co/l8oMv5gPN2 https://t.co/vq2yhtBOAn"
93,@BBC,Sun Mar 25 08:43:31 +0000 2018,94,0.5719,0.236,0.764,0.0,"RT @BBCScotland: Up your brunch game with perfect poached eggs.

via @bbcthesocial https://t.co/1imXNeOZ9d"
94,@BBC,Sun Mar 25 08:43:26 +0000 2018,95,-0.4019,0.0,0.899,0.101,"RT @bbcweather: #Winter may not be done with us yet, as colder continental air fights back against milder maritime air across the UK this w…"
95,@BBC,Sun Mar 25 08:43:22 +0000 2018,96,0.0,0.0,1.0,0.0,RT @BBCSport: A simply astonishing confession from Australia captain Steve Smith and batsman Cameron Bancroft ? https://t.co/YaE7fBZamq
96,@BBC,Sun Mar 25 08:00:12 +0000 2018,97,-0.25,0.104,0.743,0.153,A woman who drinks 30 cans a day says her addiction to energy drinks is worse than gambling.… https://t.co/d11ATW0F0f
97,@BBC,Sun Mar 25 07:34:02 +0000 2018,98,0.0,0.0,1.0,0.0,You learn something new every day. Here's how to poo a baby jaguar. ??#BigCatsAboutTheHouse https://t.co/Eg5rF1414b
98,@BBC,Sun Mar 25 07:02:00 +0000 2018,99,-0.4215,0.0,0.859,0.141,When the clocks have gone forward but there's no way you're getting out of bed yet. ?????#DaylightSavings https://t.co/cHBPV3ITsQ
99,@BBC,Sat Mar 24 20:34:01 +0000 2018,100,-0.3818,0.0,0.885,0.115,"""I still see people screaming for help.""

This Sunday at 9pm on @BBCTwo, @REGYATES meets the people whose lives wer… https://t.co/RS16yXF17H"
100,@CBS,Thu Mar 29 17:32:40 +0000 2018,1,0.0,0.0,1.0,0.0,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
101,@CBS,Thu Mar 29 17:30:02 +0000 2018,2,0.0,0.0,1.0,0.0,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
102,@CBS,Tue Mar 27 21:00:01 +0000 2018,3,0.3818,0.212,0.68,0.108,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
103,@CBS,Tue Mar 27 17:00:00 +0000 2018,4,0.296,0.099,0.901,0.0,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
104,@CBS,Mon Mar 26 22:14:25 +0000 2018,5,0.508,0.12,0.88,0.0,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
105,@CBS,Mon Mar 26 20:42:48 +0000 2018,6,0.0,0.0,1.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
106,@CBS,Mon Mar 26 16:59:19 +0000 2018,7,0.7959,0.214,0.786,0.0,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
107,@CBS,Mon Mar 26 16:05:18 +0000 2018,8,0.807,0.378,0.622,0.0,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
108,@CBS,Sun Mar 25 23:57:34 +0000 2018,9,0.0,0.0,1.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
109,@CBS,Sun Mar 25 17:15:25 +0000 2018,10,0.5319,0.157,0.78,0.062,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
110,@CBS,Sat Mar 24 22:46:53 +0000 2018,11,0.5399,0.199,0.801,0.0,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
111,@CBS,Sat Mar 24 22:46:43 +0000 2018,12,-0.34,0.115,0.7,0.185,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest
112,@CBS,Sat Mar 24 22:25:03 +0000 2018,13,0.7003,0.209,0.791,0.0,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
113,@CBS,Sat Mar 24 22:21:37 +0000 2018,14,0.0,0.0,1.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?
114,@CBS,Sat Mar 24 22:21:34 +0000 2018,15,0.0,0.0,1.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
115,@CBS,Sat Mar 24 22:21:26 +0000 2018,16,0.7184,0.333,0.667,0.0,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
116,@CBS,Sat Mar 24 22:21:23 +0000 2018,17,0.9451,0.42,0.58,0.0,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
117,@CBS,Sat Mar 24 20:00:02 +0000 2018,18,0.0,0.0,1.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
118,@CBS,Fri Mar 23 22:33:52 +0000 2018,19,0.6996,0.194,0.806,0.0,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
119,@CBS,Fri Mar 23 22:33:04 +0000 2018,20,0.4939,0.314,0.686,0.0,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU
120,@CBS,Fri Mar 23 22:32:48 +0000 2018,21,0.8997,0.355,0.645,0.0,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
121,@CBS,Thu Mar 22 22:10:29 +0000 2018,22,0.0,0.0,1.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
122,@CBS,Thu Mar 22 20:52:02 +0000 2018,23,0.7081,0.311,0.623,0.066,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU
123,@CBS,Thu Mar 22 00:23:38 +0000 2018,24,0.636,0.198,0.802,0.0,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf
124,@CBS,Wed Mar 21 18:00:01 +0000 2018,25,0.0,0.0,1.0,0.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8
125,@CBS,Tue Mar 20 20:00:01 +0000 2018,26,0.5106,0.142,0.858,0.0,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC
126,@CBS,Tue Mar 20 17:58:43 +0000 2018,27,0.0,0.0,1.0,0.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…
127,@CBS,Tue Mar 20 16:52:42 +0000 2018,28,0.5562,0.174,0.826,0.0,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
128,@CBS,Tue Mar 20 16:11:00 +0000 2018,29,0.0,0.0,1.0,0.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
